


Bad Boss
“You’re very welcome. Sara, right? I can’t believe Julian’s got you carrying heavy bags like this,” he clucked. It was then that Sara’s glimmering eyes found me.
“Oh, he knows I can take it,” she grinned, the sound of her voice going straight to my cock. She let her gaze linger for just another second before engaging in whatever Turner was talking about now. My pulse rose steadily as I watched his eyes devour her. It wasn’t long before she had both brothers standing too close to her, giving her barely any room to breathe with their overzealous introductions. Jesus Christ, if I hated watching just this then I was fucked.
Reaching my limit, I cleared my throat.
“Gentlemen, why don’t we sit?” I said.
I gave the verbal suggestion, but Sara carried it out as she walked over to her chair. Three pairs of eyes watched in silence as her hips swayed from side to side, drawing us into a trance. Her silhouette was particularly striking as she leaned over the table to slide into her seat, smoothing her hands down the dip and curve of her sides.
I had to smirk. As if there was a single wrinkle on that dress. It was practically sewn onto her mouthwatering figure. But I got it. It was all for show. The exact one I’d asked her to put on.
Then again maybe she had this in the bag.
“So,” Sara started brightly. “I’m excited to finally meet you gentlemen. Julian told me while I was out in Biarritz that there were a lot of people interested in the property and it made me so happy. And, well, a little sad at the same time,” she added with a sheepish laugh.
Turner grinned wide. “Happy and sad? Why’s that?”
“Oh, well,” Sara bit her smile as she eyed me. “I think Julian hates when I say this, but that resort is to die for. It’s so elegant, so beautifully designed. Every detail is deliberately thought out to ensure the most relaxing time ever – I barely felt like I was working.”
“Wow,” Turner murmured as I told myself not to be annoyed. The resort was a sore spot, but Sara didn’t know. On top of that, she was acting, and she had her audience captivated. “That true, Hoult?” Turner finally tore his eyes off of her to grin at me.
“I do hate when she says that. It’s not like I won’t miss the place once it’s gone. I’m just moving away from hospitality, and the resort doesn’t suit my direction anymore.”
“But it more than suits yours, right, gentlemen?” Sara asked, looking at Carter then Turner. “I understand you guys were pro surfers – which, by the way, is really amazing.”
Turner sat upright. “I was pro. Carter was semi-pro.”
“I was pro,” Carter argued.
“You were both pro then,” Sara settled it warmly, shutting them up. “And I understand you’re in the market for the resort because…”
She leaned over to grab a file I’d watched her push away when she first sat down. Now I realized she’d done it just to give herself an excuse to angle forward and show off just enough cleavage to leave all three of us wanting more.
“You’re looking to bring a… luxury surfing competition to Biarritz?” Sara said, reading off some notes. “Wow.” She paused for effect. “That’s so interesting.”
Christ. She was blowing smoke up their asses but she made it look goddamned good. Every little twist and turn of her body, every flick of her hair elicited a reaction. Without doing much at all, she exuded sex appeal, and at this point, I couldn’t stop watching. I was riveted. I had to cover a grin to hide my amusement when she snuck a look at me before giving Turner her undivided attention, nodding along and offering the occasional “wow” and “absolutely” as he pitched her his vision for a Basque Country surfing competition.
